record_id,status,content_type,source_type,source_key,source_url,source_file,title,uploader,ad_classification,confidence_score,needs_review,review_reason,error
video::https://www.youtube.com/watch?v=SlKKVDvLCe0,completed,video,youtube,https://www.youtube.com/watch?v=SlKKVDvLCe0,https://www.youtube.com/watch?v=SlKKVDvLCe0,,PAID PARTNERSHIP with Celtara Gut Health,Ariel Allmond,unofficial,0.5492077410507202,True,low_confidence,
video::https://www.youtube.com/watch?v=vToB_eQ8RdY,completed,video,youtube,https://www.youtube.com/watch?v=vToB_eQ8RdY,https://www.youtube.com/watch?v=vToB_eQ8RdY,,"Creating EVERY Amazon Promotion in Seller Central | Coupons, Deals, Discounts Tutorial (2023)",Jungle Scout,hidden_ad,0.7133432847118378,True,low_confidence,
video::https://www.youtube.com/watch?v=54x8zqBLQXs,completed,video,youtube,https://www.youtube.com/watch?v=54x8zqBLQXs,https://www.youtube.com/watch?v=54x8zqBLQXs,,How to Get Instant Discounts with Coupons in Dahua Partner App,Dahua Technology Channel,unofficial,0.4577702592372894,True,low_confidence,
video::https://www.youtube.com/watch?v=fKADlbFRKaI,completed,video,youtube,https://www.youtube.com/watch?v=fKADlbFRKaI,https://www.youtube.com/watch?v=fKADlbFRKaI,,Facebook Share Partnership Ad Code kya hai | How to use Partnership Ad Code setting on facebook,Tech Guru Support,unofficial,0.5867915141582489,True,low_confidence,
video::https://www.youtube.com/watch?v=e9ABh8l9sDU,completed,video,youtube,https://www.youtube.com/watch?v=e9ABh8l9sDU,https://www.youtube.com/watch?v=e9ABh8l9sDU,,Get partnership ad code kya hota hai | Instagram reels get partnership ad code kaise use karen,Tech Guru Support,unofficial,0.53160852060318,True,low_confidence,
video::https://www.youtube.com/watch?v=ISkncJDgv5E,completed,video,youtube,https://www.youtube.com/watch?v=ISkncJDgv5E,https://www.youtube.com/watch?v=ISkncJDgv5E,,SKINCLUB HUGE ALL IN BATTLE PAID INSANE (SkinClub Promo Code 2026),Vexo,hidden_ad,0.5040584396114349,True,low_confidence,
video::https://www.youtube.com/watch?v=xqweQXYC_H0,completed,video,youtube,https://www.youtube.com/watch?v=xqweQXYC_H0,https://www.youtube.com/watch?v=xqweQXYC_H0,,"Get Brand Collaborations on Instagram With Under 100 Followers in 2025 (Dot & Key, Savana & more)",Mahi Kotadia,unofficial,0.4117095427799225,True,low_confidence,
video::https://www.youtube.com/watch?v=dzQOscTsy50,completed,video,youtube,https://www.youtube.com/watch?v=dzQOscTsy50,https://www.youtube.com/watch?v=dzQOscTsy50,,#UNBOXING ESPOIR LONDON 1st paid Partnership,My Sucré Coeur,mention,0.5117463632678987,True,low_confidence,
video::https://www.youtube.com/watch?v=-q4Y_QCFdHk,completed,video,youtube,https://www.youtube.com/watch?v=-q4Y_QCFdHk,https://www.youtube.com/watch?v=-q4Y_QCFdHk,,888starz Partners. Affiliate program 888starz. Creating promotional codes and links.,AFFILIATE PROGRAM 888STARZ,unofficial,0.5785727606487275,True,low_confidence,
video::https://www.youtube.com/watch?v=0N2EmDKjrrA,completed,video,youtube,https://www.youtube.com/watch?v=0N2EmDKjrrA,https://www.youtube.com/watch?v=0N2EmDKjrrA,,🤑 अभी आपको भी देगा Brand Sponsorship ⚡️🔥| How to Get Brand Deals on Instagram |sponsorship kaisele,David Editor,mention,0.28,True,low_confidence,
video::https://www.youtube.com/watch?v=IhLTdQG0clk,completed,video,youtube,https://www.youtube.com/watch?v=IhLTdQG0clk,https://www.youtube.com/watch?v=IhLTdQG0clk,,DADDYSKINS MY OWN SLAX PARTNER CASE LIVE ?! - (DaddySkins Promo Code 2025),SLAX,unofficial,0.5076904051322937,True,low_confidence,
video::https://www.youtube.com/watch?v=QQ4vepyr170,completed,video,youtube,https://www.youtube.com/watch?v=QQ4vepyr170,https://www.youtube.com/watch?v=QQ4vepyr170,,How to add discount code to review request emails?,Ryviu - Product Reviews App,hidden_ad,0.49763734190464015,True,low_confidence,
video::https://www.youtube.com/watch?v=78sbZbqjguI,completed,video,youtube,https://www.youtube.com/watch?v=78sbZbqjguI,https://www.youtube.com/watch?v=78sbZbqjguI,,How To Get The Discount Code For Limited Users On Fundednext.Com,Your Fix Expert,official,0.5245919009971619,True,low_confidence,
post::https://t.me/banksta/93767,completed,post,telegram,https://t.me/banksta/93767,https://t.me/banksta/93767,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93768,completed,post,telegram,https://t.me/banksta/93768,https://t.me/banksta/93768,,Telegram Post from banksta,banksta,mention,0.20938400000000001,True,low_confidence,
post::https://t.me/banksta/93771,completed,post,telegram,https://t.me/banksta/93771,https://t.me/banksta/93771,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93772,completed,post,telegram,https://t.me/banksta/93772,https://t.me/banksta/93772,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93773,completed,post,telegram,https://t.me/banksta/93773,https://t.me/banksta/93773,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93774,completed,post,telegram,https://t.me/banksta/93774,https://t.me/banksta/93774,,Telegram Post from banksta,banksta,mention,0.2436,True,low_confidence,
post::https://t.me/banksta/93775,completed,post,telegram,https://t.me/banksta/93775,https://t.me/banksta/93775,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93776,completed,post,telegram,https://t.me/banksta/93776,https://t.me/banksta/93776,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93777,completed,post,telegram,https://t.me/banksta/93777,https://t.me/banksta/93777,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93778,completed,post,telegram,https://t.me/banksta/93778,https://t.me/banksta/93778,,"ЦРУ провело обыск в офисе директора Национальной разведки Тулси Габбард и изъяло коробки с документами об убийстве Джона Кеннеди и проектом MKUltra, которые она собиралась рассекретить. По одной из версий, за убийством может стоять Израиль. https://t.me/banksta/84689",banksta,no_ad,0.0,True,low_confidence,
post::https://t.me/banksta/93779,completed,post,telegram,https://t.me/banksta/93779,https://t.me/banksta/93779,,Telegram Post from banksta,banksta,mention,0.26835200000000003,True,low_confidence,
post::https://t.me/banksta/93780,completed,post,telegram,https://t.me/banksta/93780,https://t.me/banksta/93780,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93781,completed,post,telegram,https://t.me/banksta/93781,https://t.me/banksta/93781,,"Цифровые сервисы помогают решать рабочие и бытовые задачи, а заодно снижают уровень повседневной тревожности.  Абоненты T2 отмечают, что бесплатный голосовой ассистент не только фильтрует спам-звонки, но и помогает спокойнее относиться к пропущенным вызовам. Ассистент записывает сообщение и присылает уведомление, если вы пропустили звонок, поэтому ничего важного не потеряется.  Удобно, когда технологии помогают экономить время и просто делают день спокойнее ☺️",banksta,no_ad,0.0,True,low_confidence,
post::https://t.me/banksta/93782,completed,post,telegram,https://t.me/banksta/93782,https://t.me/banksta/93782,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93783,completed,post,telegram,https://t.me/banksta/93783,https://t.me/banksta/93783,,Telegram Post from banksta,banksta,official,0.27384000000000003,True,low_confidence,
post::https://t.me/banksta/93784,completed,post,telegram,https://t.me/banksta/93784,https://t.me/banksta/93784,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93785,completed,post,telegram,https://t.me/banksta/93785,https://t.me/banksta/93785,,Telegram Post from banksta,banksta,mention,0.24399200000000004,True,low_confidence,
post::https://t.me/banksta/93786,completed,post,telegram,https://t.me/banksta/93786,https://t.me/banksta/93786,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93787,completed,post,telegram,https://t.me/banksta/93787,https://t.me/banksta/93787,,Telegram Post from banksta,banksta,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/banksta/93788,completed,post,telegram,https://t.me/banksta/93788,https://t.me/banksta/93788,,Telegram Post from banksta,banksta,mention,0.21924000000000002,True,low_confidence,
post::https://t.me/meduzalive/142284,completed,post,telegram,https://t.me/meduzalive/142284,https://t.me/meduzalive/142284,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142285,completed,post,telegram,https://t.me/meduzalive/142285,https://t.me/meduzalive/142285,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142286,completed,post,telegram,https://t.me/meduzalive/142286,https://t.me/meduzalive/142286,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142287,completed,post,telegram,https://t.me/meduzalive/142287,https://t.me/meduzalive/142287,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142288,completed,post,telegram,https://t.me/meduzalive/142288,https://t.me/meduzalive/142288,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142294,completed,post,telegram,https://t.me/meduzalive/142294,https://t.me/meduzalive/142294,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142295,completed,post,telegram,https://t.me/meduzalive/142295,https://t.me/meduzalive/142295,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142296,completed,post,telegram,https://t.me/meduzalive/142296,https://t.me/meduzalive/142296,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142297,completed,post,telegram,https://t.me/meduzalive/142297,https://t.me/meduzalive/142297,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142298,completed,post,telegram,https://t.me/meduzalive/142298,https://t.me/meduzalive/142298,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142299,completed,post,telegram,https://t.me/meduzalive/142299,https://t.me/meduzalive/142299,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142300,completed,post,telegram,https://t.me/meduzalive/142300,https://t.me/meduzalive/142300,,Telegram Post from meduzalive,meduzalive,mention,0.26835200000000003,True,low_confidence,
post::https://t.me/meduzalive/142301,completed,post,telegram,https://t.me/meduzalive/142301,https://t.me/meduzalive/142301,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142302,completed,post,telegram,https://t.me/meduzalive/142302,https://t.me/meduzalive/142302,,Telegram Post from meduzalive,meduzalive,mention,0.21924000000000002,True,low_confidence,
post::https://t.me/meduzalive/142303,completed,post,telegram,https://t.me/meduzalive/142303,https://t.me/meduzalive/142303,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142264,completed,post,telegram,https://t.me/meduzalive/142264,https://t.me/meduzalive/142264,,Telegram Post from meduzalive,meduzalive,mention,0.24399200000000004,True,low_confidence,
post::https://t.me/meduzalive/142265,completed,post,telegram,https://t.me/meduzalive/142265,https://t.me/meduzalive/142265,,Telegram Post from meduzalive,meduzalive,mention,0.228144,True,low_confidence,
post::https://t.me/meduzalive/142266,completed,post,telegram,https://t.me/meduzalive/142266,https://t.me/meduzalive/142266,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142267,completed,post,telegram,https://t.me/meduzalive/142267,https://t.me/meduzalive/142267,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
post::https://t.me/meduzalive/142268,completed,post,telegram,https://t.me/meduzalive/142268,https://t.me/meduzalive/142268,,Telegram Post from meduzalive,meduzalive,mention,0.16564800000000002,True,low_confidence,
video::https://www.youtube.com/watch?v=p5hTQpqcfvI,completed,video,youtube,https://www.youtube.com/watch?v=p5hTQpqcfvI,https://www.youtube.com/watch?v=p5hTQpqcfvI,,Tapfiliate Promo Code & Discount | Easy Affiliate Marketing Software – Save Up to 70% Now!,Coupon Baba,unofficial,0.531643793083191,True,low_confidence,
video::https://www.youtube.com/watch?v=7BishNpmY90,completed,video,youtube,https://www.youtube.com/watch?v=7BishNpmY90,https://www.youtube.com/watch?v=7BishNpmY90,,AI Software Affiliate Quick DEMO & Review | Free Discount Code,Quick Demo Review,hidden_ad,0.47656037596702583,True,low_confidence,
video::https://www.youtube.com/watch?v=S1O0fH2dLjc,completed,video,youtube,https://www.youtube.com/watch?v=S1O0fH2dLjc,https://www.youtube.com/watch?v=S1O0fH2dLjc,,"AI Hosting Affiliate Review | Quick DEMO, $4 Discount Code",Warrior+ Reviews,hidden_ad,0.516274139667511,True,low_confidence,
video::https://www.youtube.com/watch?v=UCCvwYLZGUU,completed,video,youtube,https://www.youtube.com/watch?v=UCCvwYLZGUU,https://www.youtube.com/watch?v=UCCvwYLZGUU,,Hostinger Coupon Code 2026 | 95% OFF + EXTRA 20% (100% Working TODAY!),Affinexa Deals,hidden_ad,0.7094462305984497,True,low_confidence,
video::https://www.youtube.com/watch?v=n4OevAffOgI,completed,video,youtube,https://www.youtube.com/watch?v=n4OevAffOgI,https://www.youtube.com/watch?v=n4OevAffOgI,,Best Hostinger Shared Hosting Deal USA 💰 Best Hostinger Discount Code for Beginners 📌100% Working,Affinexa Deals,unofficial,0.6295070517063142,True,low_confidence,
video::https://www.youtube.com/watch?v=RY_hjy-_TfQ,completed,video,youtube,https://www.youtube.com/watch?v=RY_hjy-_TfQ,https://www.youtube.com/watch?v=RY_hjy-_TfQ,,"Hostinger Coupon Code 2026 | 95% OFF + EXTRA 20% (100% Working TODAY May 9, 2026)",Affinexa Deals,hidden_ad,0.7259201044712067,True,low_confidence,
video::https://www.youtube.com/watch?v=CWG-aY5lTDg,completed,video,youtube,https://www.youtube.com/watch?v=CWG-aY5lTDg,https://www.youtube.com/watch?v=CWG-aY5lTDg,,Larken Affiliate Link and Discount Code Announcement,Pump with Purpose ,mention,0.5041391658916474,True,low_confidence,
video::https://www.youtube.com/watch?v=30Zyy9uDfWE,completed,video,youtube,https://www.youtube.com/watch?v=30Zyy9uDfWE,https://www.youtube.com/watch?v=30Zyy9uDfWE,,🛑 WORKING COUPON - Hostinger Coupon Code 2026 🔥| Coupon code hostinger | Hostinger Coupon,Deal Drops,hidden_ad,0.7220886327133179,True,low_confidence,
video::https://www.youtube.com/watch?v=tBCTTzk3dbs,completed,video,youtube,https://www.youtube.com/watch?v=tBCTTzk3dbs,https://www.youtube.com/watch?v=tBCTTzk3dbs,,Ultimate Affiliate AI Review Ultimate Affiliate AI Webinar Bundle + Discount Code + Coupon Code,Dedi Styawan,unofficial,0.48783598089218144,True,low_confidence,
video::https://www.youtube.com/watch?v=3V5I8h3vj4A,completed,video,youtube,https://www.youtube.com/watch?v=3V5I8h3vj4A,https://www.youtube.com/watch?v=3V5I8h3vj4A,,Hostinger Coupon Code 2026 Best Hostinger Coupon for First Time Users  100% Tested and Working Code,Affinexa Deals,unofficial,0.5937961518917084,True,low_confidence,
video::https://www.youtube.com/watch?v=9FG53lTJ7y0,completed,video,youtube,https://www.youtube.com/watch?v=9FG53lTJ7y0,https://www.youtube.com/watch?v=9FG53lTJ7y0,,Hostinger Discount Code TODAY 🔥95% OFF + FREE Domain (TODAY ONLY!) 100% Working Promo Code,Affinexa Deals,unofficial,0.6189397656917572,True,low_confidence,
video::https://www.youtube.com/watch?v=1GsE3h16n1c,completed,video,youtube,https://www.youtube.com/watch?v=1GsE3h16n1c,https://www.youtube.com/watch?v=1GsE3h16n1c,,Base44 Coupon Code,Agrollo Reviews,mention,0.46165462057113654,True,low_confidence,
video::https://www.youtube.com/watch?v=O43LbJuYlLo,completed,video,youtube,https://www.youtube.com/watch?v=O43LbJuYlLo,https://www.youtube.com/watch?v=O43LbJuYlLo,,Samsung One UI 8.5 Official Launch is Here! - Everything You Need To Know,Jimmy is Promo,hidden_ad,0.6833403453826904,True,low_confidence,
video::https://www.youtube.com/watch?v=uZhevouKxkA,completed,video,youtube,https://www.youtube.com/watch?v=uZhevouKxkA,https://www.youtube.com/watch?v=uZhevouKxkA,,Momcozy Affiliate Link & Discount Code,Pump with Purpose ,hidden_ad,0.5262318045959473,True,low_confidence,
video::https://www.youtube.com/watch?v=rtQlbItK2-U,completed,video,youtube,https://www.youtube.com/watch?v=rtQlbItK2-U,https://www.youtube.com/watch?v=rtQlbItK2-U,,Hostinger Coupon Code 2026 | Honest Hostinger Review | Unlock Biggest Savings,Offrly,hidden_ad,0.7883829264659883,True,,
video::https://www.youtube.com/watch?v=cJuhQD-zO3E,completed,video,youtube,https://www.youtube.com/watch?v=cJuhQD-zO3E,https://www.youtube.com/watch?v=cJuhQD-zO3E,,🛑 NEW COUPON - Hostinger coupon code 2026 🔥 | Coupon code for hostinger | Hostinger coupon code,Deal Drops,hidden_ad,0.6521850655422211,True,low_confidence,
video::https://www.youtube.com/watch?v=CwBIiz9VbE8,completed,video,youtube,https://www.youtube.com/watch?v=CwBIiz9VbE8,https://www.youtube.com/watch?v=CwBIiz9VbE8,,"Best Hostinger Coupon for First Time Users | Hostinger Promo Code USA 2026 🎯Today April 29, 2026",Affinexa Deals,hidden_ad,0.6388595371208191,True,low_confidence,
video::https://www.youtube.com/watch?v=C28GVG5yKgc,completed,video,youtube,https://www.youtube.com/watch?v=C28GVG5yKgc,https://www.youtube.com/watch?v=C28GVG5yKgc,,Mylio Photos Working Discount Code   Mylio Photos Affiliate Discount Deal,RT Coupons,hidden_ad,0.6514306044960022,True,low_confidence,
video::https://www.youtube.com/watch?v=Jx6NhyhZ7iM,completed,video,youtube,https://www.youtube.com/watch?v=Jx6NhyhZ7iM,https://www.youtube.com/watch?v=Jx6NhyhZ7iM,,Hostinger Coupon Code Best Hostinger Coupon Code 90% OFF 100% Working Code 🚨LIMITED TIME!,Affinexa Deals,hidden_ad,0.6790941305837631,True,low_confidence,
video::https://www.youtube.com/watch?v=r8TqKE58e9s,completed,video,youtube,https://www.youtube.com/watch?v=r8TqKE58e9s,https://www.youtube.com/watch?v=r8TqKE58e9s,,The ONLY NordVPN Coupon Code You need! 💸,CoolTechZone,hidden_ad,0.6546202040538788,True,low_confidence,
video::https://www.youtube.com/watch?v=1_ngXPZnojw,completed,video,youtube,https://www.youtube.com/watch?v=1_ngXPZnojw,https://www.youtube.com/watch?v=1_ngXPZnojw,,Hostinger Coupon Code 2026 | Hostinger Website Builder | Hostinger Review 🔥 Unlock Maximum Savings,Offrly,hidden_ad,0.7616118134212494,True,low_confidence,
video::https://www.youtube.com/watch?v=JWQAWLLPfSY,completed,video,youtube,https://www.youtube.com/watch?v=JWQAWLLPfSY,https://www.youtube.com/watch?v=JWQAWLLPfSY,,BIGGEST Surfshark Coupon Code you can get in 2026!,Cybernews Reviews,hidden_ad,0.7286706715259552,True,low_confidence,
