record_id,status,content_type,source_type,source_origin,source_channel,query,source_url,source_file,title,uploader,duration,has_advertising,confidence_score,ad_classification,ad_reason,visual_score,audio_score,text_score,disclosure_score,link_score,brand_names,detected_brands_json,detected_keywords,disclosure_text,cta_matches,commercial_urls,transcript_preview,description_preview,processing_time,needs_review,review_reason,annotation_source,error
post::https://t.me/banksta/93274,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93274,,Telegram Post from banksta,banksta,,False,0.21924000000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.783,0.0,0.0,Telegram; HP,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}, {""name"": ""HP"", ""confidence"": 0.74, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 2, ""detections"": 2, ""occurrences"": 2, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"HP ввела плату за печать страниц на новых принтерах,  пользователи уже жалуются на блокировку устройств. Устройство не печатает документы, хотя оно полностью готово к работе (заряжены бумага и чернила), и требует оплату подписки за использование принтера. Программы HP Instant Ink и All-in Plan предполагают, что пользователь оплачивает число распечатанных страниц. Минимальные тарифы начинаются от $1,79 за 10 страниц в месяц либо $7,99 за 100 страниц. В случае неоплаты компания удалённо блокирует ",0.98,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93275,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93275,,Telegram Post from banksta,banksta,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,С поддержкой властей Евросоюза запускается новая социальная сеть W. Для создания аккаунта сразу потребуется удостоверение личности государственного образца и биометрическое сканирование. Новая социальная медиа-платформа была анонсирована на Всемирном экономическом форуме в Давосе. @banksta,5.36,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93276,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93276,,Telegram Post from banksta,banksta,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Средняя цена на российскую нефть для налогообложения, благодаря росту мировых цен в апреле подскочила до 94,87 доллара за баррель, достигнув самого высокого уровня с сентября 2014 года. Минфин сообщил, что “военная премия” в нефтегазовых доходах апреля составит 200 млрд рублей, а в мае может удвоиться @banksta",0.97,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93277,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93277,,Telegram Post from banksta,banksta,,False,0.21924000000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.783,0.0,0.0,Rockstar; Telegram,"[{""name"": ""Rockstar"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}, {""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Хакеры взломали Rockstar Games и потребовали выкуп, но в итоге случайно подняли стоимость компании на $1 млрд за день. В слитом архиве оказались реальные цифры GTA Online: старая 12-летняя игра приносит около $1,3 млн в сутки и почти $500 млн в год. Инвесторы быстро пересмотрели оценку, и акции компании резко выросли. @banksta",1.26,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93278,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93278,,Telegram Post from banksta,banksta,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"По средней зарплате (по паритету покупательной способности) Россия и Белоруссия занимают более высокие позиции, чем многие страны ЕС: они выше Греции, Словакии, Болгарии, Латвии, Португалии, Мальты Румынии, Эстонии, Венгрии, Словении и Литвы. @banksta",0.96,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93279,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93279,,Telegram Post from banksta,banksta,,False,0.21924000000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.783,0.0,0.0,Telegram; Проект,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}, {""name"": ""Проект"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Чиновники ЮАР с помощью искусственного интеллекта написали законопроект, регулирующий ИИ. В документе нашли шесть ссылок на выдуманные  источники. Власти ЮАР отозвала проект. @banksta",0.98,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93280,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93280,,Telegram Post from banksta,banksta,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Иран заявил, что взял под контроль часть Арабских Эмиратов и контролирует его побережье. Иранские власти опубликовали карту территории, которую они назвали расширенной морской зоной, теперь находящейся под контролем Ирана. Новая зона, ограниченная на карте красными линиями, включает пляжи побережья ОАЭ. В расширенную зону входят Фуджейра и ещё один эмиратский порт — Хор-Факкан. @banksta",0.99,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93281,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93281,,Telegram Post from banksta,banksta,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Казахстан планирует отказаться от российской электроэнергии. Он планирует прекратить поставки электроэнергии из России с 2027 года в связи с развитием своих энергомощностей, заявил заместитель министра энергетики. @banksta",0.99,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93282,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93282,,Telegram Post from banksta,banksta,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Еврокомиссия потребовала, чтобы страны-участники сами и без денег победили бедность. 6 мая она обратится к странам ЕС с призывом искоренить бедность, пишет Politico. Комиссия по борьбе с бедностью призывает правительства к поддержке «тех, кто живет от зарплаты до зарплаты», а также пересмотру мер защиты пожилых людей и других уязвимых групп населения. «Но пока эта стратегия не подкреплена новыми денежными вливаниями, и критики говорят, что она не увенчается успехом, пока ЕС не поддержит ее целев",0.97,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93283,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93283,,Telegram Post from banksta,banksta,,False,0.24399200000000004,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.8714000000000001,0.0,0.0,JetBlue; Telegram,"[{""name"": ""JetBlue"", ""confidence"": 0.8999999999999999, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 2, ""detections"": 2, ""occurrences"": 2, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}, {""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,https://t.me/banksta/93102; https://t.me/banksta/93102,,"Основатель ещё одной крупной американской авиакомпании JetBlue Дэвид Нилман предупреждает о риске банкротства в 2026 году, если цена на авиатопливо останется около $4,5 за галлон (прогнозируя убытки примерно в $1,3 млрд). Гендиректор JetBlue Джоанна Герагти заявила в апрельском меморандуме, что банкротство пока «не рассматривается» в этом году и ссылается на достаточную ликвидность и доступ к капиталу. Авиакомпания сокращает рейсы и повышает тарифы на фоне высоких цен на топливо и убытков в $319",0.99,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93284,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93284,,Telegram Post from banksta,banksta,,False,0.21554400000000004,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.7698,0.0,0.0,Telegram; Тинькофф,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}, {""name"": ""Тинькофф"", ""confidence"": 0.76, ""timestamps"": [], ""source"": ""text_content (alias)"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Т-Банк раскрыл статистику запросов клиентов в консьерж-сервис T-Premium за весну. Среди ресторанов наибольшим спросом пользовались бронирования в столичных «Горыныч», IKRA и «Сахалин». В сфере туризма, наряду с зарубежными отелями премиум-класса на Хайнане и в Гонконге, аналитики зафиксировали рост интереса состоятельной аудитории к внутренним направлениям, среди которых Дербент и горнолыжные курорты Архыз и Манжерок. Значительная часть обращений связана с поиском билетов на мероприятия с ограни",0.97,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93286,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93286,,Telegram Post from banksta,banksta,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Суд в Москве национализировал акции «Русагро». Хамовнический районный суд Москвы по иску Генпрокуратуры передал государству контрольный пакет акций ПАО «Группа Русагро». Решение суда подлежит немедленному исполнению, передает корреспондент «Интерфакса». @banksta",0.99,True,low_confidence,veritasad_auto,
post::https://t.me/banksta/93242,completed,post,telegram,telegram_archive,banksta,,https://t.me/banksta/93242,,Telegram Post from banksta,banksta,,False,0.18088,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.646,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.8999999999999999, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Партнеры PwC в Китае арестованы после соглашения по делу о мошенничестве аудиторским заключением обанкротившейся  китайской компании  Evergrande. Также компании пришлось оплатить в 166 млн долларов штрафа. Китай ввел 6-месячный запрет на новых клиентов. Недостатки аудита Evergrande признаны вопиющими; фирма сознательно допускала необоснованные корректировки отчетности. В мае 2024 года PwC потеряла клиентов, в феврале 2025-го уволила 66 партнеров. Аудит кредитов на 1,34 трлн долларов основан на н",0.99,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141866,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141866,,Telegram Post from meduzalive,meduzalive,,False,0.21924000000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.783,0.0,0.0,Telegram; Открытие,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}, {""name"": ""Открытие"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Минцифры заявило, что согласовывает со спецслужбами открытие «белого списка» в Москве. Во время прошлого шатдауна москвичи отмечали, что этот список уже действует В пресс-службе Минцифры заявили журналистам, что ведомство согласовывает с правоохранительными органами и спецслужбами возможность открытия «белого списка» на период ограничений мобильного интернета в Москве. Это заявление цитируют госагентства. Сообщить об открытии доступа в Минцифры пообещали сразу после получения необходимых разреше",0.99,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141867,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141867,,Telegram Post from meduzalive,meduzalive,,False,0.21924000000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.783,0.0,0.0,Telegram; Открытие,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}, {""name"": ""Открытие"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Минцифры заявило, что согласовывает со спецслужбами открытие «белого списка» в Москве. Во время прошлого шатдауна москвичи отмечали, что этот список уже действует  В пресс-службе Минцифры заявили журналистам, что ведомство согласовывает с правоохранительными…",1.05,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141868,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141868,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Жителя Калуги, отсидевшего пять лет за комментарий в интернете, задержали при попытке эмигрировать через Беларусь Иван Любшин, который в 2020 году получил пять лет по делу об «оправдании терроризма», 1 мая поехал в Минск, чтобы оттуда улететь в Ереван. Он хотел забрать в Армении французскую гуманитарную визу, которую ему уже одобрили, и эмигрировать во Францию. Однако в аэропорту Минска его задержали белорусские пограничники. На следующий день россиянина вернули в РФ и передали полиции. Сейчас в",0.98,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141869,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141869,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,Во всех четырех аэропортах Москвы днем 5 мая были введены ограничения на прием и отправление пассажирских рейсов @meduza_news Открыть сайт | зеркало | телеграм ↓,0.98,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141870,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141870,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"В Якутске на месте снесенного мемориала ссыльным полякам установят памятник участнику войны с Украиной На перекрестке улиц Пояркова и Курашова в Якутске установят памятник участнику войны в Украине Дмитрию Егорову, погибшему в 2023 году. «Сейчас готовим площадку, само основание для памятника. Контракт на эти работы заключен еще в прошлом году. Бетонные работы и облицовка завершаются. Памятник уже изготовлен в Красноярске на внебюджетные средства, сейчас решается вопрос по его выкупу и доставке»,",0.98,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141871,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141871,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Что делать, если в вашем городе отключили мобильный интернет и связь? Полезные советы и рекомендации приложений Перед 9 Мая многие россияне останутся без мобильного интернета и связи. О чем важно не забыть, если власти устроили шатдаун в вашем городе? И какие приложения лучше скачать заранее, чтобы пользоваться ими офлайн? Собрали полезные советы и рекомендации, которые могут пригодиться на этой неделе жителям Москвы, Санкт-Петербурга и других российских городов. Открыть с VPN | без VPN @meduzal",1.01,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141872,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141872,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Президент Португалии Антониу Жозе Сегуро подписал поправки, которые в том числе вносят изменения в закон о гражданстве @meduza_news Открыть сайт | зеркало | телеграм ↓",0.98,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141873,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141873,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Уголовное дело о драке в бане, по которому рэпер Гуф получил условный срок, прекратили в связи с примирением сторон Московский областной суд прекратил уголовное дело о самоуправстве, одним из обвиняемых по которому проходил рэпер Гуф (Алексей Долматов). По этому делу в феврале 2026 года Гуфа приговорили к одному году лишения свободы условно. Аналогичное наказание суд назначил второму обвиняемому — другу рэпера Геворгу Саруханяну. Тогда Гуф, в частности, говорил, что стороны помирились, однако су",0.98,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141874,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141874,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"«Лирический герой Базелица видит вещи перевернутыми, потому что сам ходит на голове». Умер знаменитый немецкий художник Георг Базелиц. Почему он переворачивал свои картины в музеях вверх ногами? В своем тексте на этот вопрос отвечает критик Антон Хитров. Одна из интерпретаций может быть такой: «Базелиц — ребенок войны, из поколения немцев-шестидесятников, потребовавших суда над прошлым. Его опрокинутые картины отражают взгляд человека, пережившего крах всякой нормы. Недаром их частый сюжет — гер",0.99,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141875,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141875,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Шатдаун ко Дню Победы. Что известно к этой минуте ✹ Москва и Петербург 5 мая остались без мобильного интернета на фоне подготовки властей к празднованию Дня Победы. Интернет, в том числе по «белому списку», не работал у абонентов операторов «большой четверки» — «Билайна», «Мегафона», МТС, Т2. У части абонентов возникли проблемы со звонками и СМС. ✹ В «Сбере» заявили, что мобильного интернета нет из-за «особенностей связи в моменте», в МТС объяснили, что виноваты «обстоятельства непреодолимой сил",1.0,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141876,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141876,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Война. Что происходит в 1531-й день  Европейские правительства полагают, что Россия может попытаться проверить НАТО на прочность и нанести удар по одной из членов альянса в ближайшие два года, пишет Politico со ссылкой на источники. В Брюсселе полагают, что…",1.0,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141877,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141877,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Война. Что происходит в 1532-й день  Украинские военные сегодня ночью и утром провели комбинированную атаку на Чебоксары с использованием дронов и ракет.  Основной целью атаки стал завод «ВНИИР-Прогресс», на предприятии после попадания ракеты начался пожар.…",0.99,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141878,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141878,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,В России собираются «активизировать» работу кибердружин и медиапатрулей в средних и высших учебных заведениях @meduza_news Открыть сайт | зеркало | телеграм ↓,0.99,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141879,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141879,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Стартапы в Кремниевой долине предлагают повысить IQ будущего ребенка и снизить риск опасных заболеваний. Что это за технология? Она реально работает? Тесты полигенного риска — индустрия, которая набирает обороты в Кремниевой долине. Стартапы исследуют эмбрионы в ходе процедуры ЭКО и обещают будущим родителям небывалые возможности. Например, возможность повысить IQ будущего ребенка или снизить риск диабета. Слоганы вроде «Заведи своего лучшего ребенка» звучат фантастически. На чем они основаны? В",1.0,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141880,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141880,,Telegram Post from meduzalive,meduzalive,,False,0.16564800000000002,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.5916,0.0,0.0,Telegram,"[{""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"В Крыму отменили парад на 9 Мая и шествие «Бессмертного полка» Глава аннексированного полуострова Сергей Аксенов объяснил это решение «соображениями безопасности». Ранее парад на День Победы отменили в Воронеже, Великом Новгороде и Чувашии. В Москве парад впервые с 2007 года пройдет без военной технике, а территорию Кремля закроют для посетителей. @meduzalive",1.02,True,low_confidence,veritasad_auto,
post::https://t.me/meduzalive/141881,completed,post,telegram,telegram_archive,meduzalive,,https://t.me/meduzalive/141881,,Telegram Post from meduzalive,meduzalive,,False,0.23828000000000005,mention,Brand mention detected without enough advertising evidence.,0.0,0.0,0.8510000000000001,0.0,0.0,Associated Press; Telegram,"[{""name"": ""Associated Press"", ""confidence"": 0.92, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}, {""name"": ""Telegram"", ""confidence"": 0.82, ""timestamps"": [], ""source"": ""text_content"", ""frame_count"": 1, ""detections"": 1, ""occurrences"": 1, ""total_exposure_seconds"": 0.0, ""is_unknown"": false, ""is_discovered"": false}]",,,,,,"Великобритания ввела санкции против вербовщиков иностранцев на производство «Шахедов» Под санкции попали 35 физических и юридических лиц, связанных с производством беспилотников в России и вербовкой иностранцев для участия в войне против Украины. Так, в санкционный список попали люди, связанные с программой «Алабуга Старт». «Алабуга» — это особая экономическая зона в Татарстане, где располагается производство ударных дронов «Шахед». Великобритания считет, что «Алабуга Старт» — это схема вербовки",0.99,True,low_confidence,veritasad_auto,
